book_id,book_title,current_section_id,current_sec_position,current_kind,current_part_title,current_chapter_label,current_chapter_title,current_section_title,stored_word_count,canonical_node_id,canonical_source_key,canonical_node_type,canonical_title,confidence,score,recommended_action
1,O Livro dos Espíritos,4164,22,content,Parte Primeira — Das causas primárias,CAPÍTULO I,De Deus,Deus e o infinito,328,o-livro-dos-espiritos:section:89c605b46f3c6ab9,89c605b46f3c6ab9,section,Deus e o infinito,exact,1.0,keep
1,O Livro dos Espíritos,4165,23,content,Parte Primeira — Das causas primárias,CAPÍTULO I,De Deus,Provas da existência de Deus,496,o-livro-dos-espiritos:section:b6a20d9c50f11b9b,b6a20d9c50f11b9b,section,Provas da existência de Deus,exact,1.0,keep
1,O Livro dos Espíritos,4166,24,content,Parte Primeira — Das causas primárias,CAPÍTULO I,De Deus,Atributos da Divindade,441,o-livro-dos-espiritos:section:ab6709ea61cd283d,ab6709ea61cd283d,section,Atributos da Divindade,exact,1.0,keep
1,O Livro dos Espíritos,4167,25,content,Parte Primeira — Das causas primárias,CAPÍTULO I,De Deus,Panteísmo,462,o-livro-dos-espiritos:section:bc4e273d707c1d95,bc4e273d707c1d95,section,Panteísmo,exact,1.0,keep
1,O Livro dos Espíritos,4168,26,chapter_intro,Parte Primeira — Das causas primárias,CAPÍTULO II,Dos elementos gerais do Universo,null,14,o-livro-dos-espiritos:chapter:0f21e3591c06280b,0f21e3591c06280b,chapter,Dos elementos gerais do Universo,chapter,1.0,keep
1,O Livro dos Espíritos,4169,27,content,Parte Primeira — Das causas primárias,CAPÍTULO II,Dos elementos gerais do Universo,Conhecimento do princípio das coisas,220,o-livro-dos-espiritos:section:1a43423b52e02301,1a43423b52e02301,section,Conhecimento do princípio das coisas,exact,1.0,keep
1,O Livro dos Espíritos,4170,28,content,Parte Primeira — Das causas primárias,CAPÍTULO II,Dos elementos gerais do Universo,Espírito e matéria,825,o-livro-dos-espiritos:section:d18124090b9e82aa,d18124090b9e82aa,section,Espírito e matéria,exact,1.0,keep
1,O Livro dos Espíritos,4171,29,content,Parte Primeira — Das causas primárias,CAPÍTULO II,Dos elementos gerais do Universo,Propriedades da matéria,554,o-livro-dos-espiritos:section:d1584aaf395ff8a3,d1584aaf395ff8a3,section,Propriedades da matéria,exact,1.0,keep
1,O Livro dos Espíritos,4172,30,content,Parte Primeira — Das causas primárias,CAPÍTULO II,Dos elementos gerais do Universo,Espaço universal,132,o-livro-dos-espiritos:section:0bb24a2586a2e15a,0bb24a2586a2e15a,section,Espaço universal,exact,1.0,keep
1,O Livro dos Espíritos,4173,31,chapter_intro,Parte Primeira — Das causas primárias,CAPÍTULO III,Da criação,null,26,o-livro-dos-espiritos:chapter:e2cb7feb2d244637,e2cb7feb2d244637,chapter,Da criação,chapter,1.0,keep
1,O Livro dos Espíritos,4174,32,content,Parte Primeira — Das causas primárias,CAPÍTULO III,Da criação,Formação dos mundos,287,o-livro-dos-espiritos:section:f7eb03ad22487fd3,f7eb03ad22487fd3,section,Formação dos mundos,exact,1.0,keep
1,O Livro dos Espíritos,4175,33,content,Parte Primeira — Das causas primárias,CAPÍTULO III,Da criação,Formação dos seres vivos,554,o-livro-dos-espiritos:section:b0f43c5b7491d2bf,b0f43c5b7491d2bf,section,Formação dos seres vivos,exact,1.0,keep
1,O Livro dos Espíritos,4176,34,content,Parte Primeira — Das causas primárias,CAPÍTULO III,Da criação,Povoamento da Terra. Adão,151,o-livro-dos-espiritos:section:a340ad23aff9f0e9,a340ad23aff9f0e9,section,Povoamento da Terra. Adão,exact,1.0,keep
1,O Livro dos Espíritos,4177,35,content,Parte Primeira — Das causas primárias,CAPÍTULO III,Da criação,Diversidade das raças humanas,172,o-livro-dos-espiritos:section:36056597aad6f488,36056597aad6f488,section,Diversidade das raças humanas,exact,1.0,keep
1,O Livro dos Espíritos,4178,36,content,Parte Primeira — Das causas primárias,CAPÍTULO III,Da criação,Pluralidade dos mundos,425,o-livro-dos-espiritos:section:44cc4a330291f43f,44cc4a330291f43f,section,Pluralidade dos mundos,exact,1.0,keep
1,O Livro dos Espíritos,4179,37,content,Parte Primeira — Das causas primárias,CAPÍTULO III,Da criação,concernentes à Criação,1230,o-livro-dos-espiritos:chapter:e2cb7feb2d244637,e2cb7feb2d244637,chapter,Da criação,chapter-aggregate,0.6,split
1,O Livro dos Espíritos,4180,38,chapter_intro,Parte Primeira — Das causas primárias,CAPÍTULO IV,Do princípio vital,null,13,o-livro-dos-espiritos:chapter:fbf5afa69b837271,fbf5afa69b837271,chapter,Do princípio vital,chapter,1.0,keep
1,O Livro dos Espíritos,4181,39,content,Parte Primeira — Das causas primárias,CAPÍTULO IV,Do princípio vital,Seres orgânicos e inorgânicos,534,o-livro-dos-espiritos:section:048e354ea05b4ae4,048e354ea05b4ae4,section,Seres orgânicos e inorgânicos,exact,1.0,keep
1,O Livro dos Espíritos,4182,40,content,Parte Primeira — Das causas primárias,CAPÍTULO IV,Do princípio vital,A vida e a morte,529,o-livro-dos-espiritos:section:6b2ac889843632cd,6b2ac889843632cd,section,A vida e a morte,exact,1.0,keep
1,O Livro dos Espíritos,4183,41,content,Parte Primeira — Das causas primárias,CAPÍTULO IV,Do princípio vital,Inteligência e instinto,480,o-livro-dos-espiritos:section:60bfb323273be3de,60bfb323273be3de,section,Inteligência e instinto,exact,1.0,keep
1,O Livro dos Espíritos,4184,42,part_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,null,null,null,7,o-livro-dos-espiritos:division:20ca3a4d1b9795b2,20ca3a4d1b9795b2,division,PARTE SEGUNDA — Do mundo espírita ou mundo dos Espíritos,exact,1.0,keep
1,O Livro dos Espíritos,4185,43,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,null,null,null,79,,,,,unmatched,0.0,review
1,O Livro dos Espíritos,4186,44,chapter_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,null,42,o-livro-dos-espiritos:chapter:4a7586bee3a51565,4a7586bee3a51565,chapter,Dos Espíritos,chapter,1.0,keep
1,O Livro dos Espíritos,4187,45,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Origem e natureza dos Espíritos,647,o-livro-dos-espiritos:section:272497554a8d6863,272497554a8d6863,section,Origem e natureza dos Espíritos,exact,1.0,keep
1,O Livro dos Espíritos,4188,46,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Mundo normal primitivo,156,o-livro-dos-espiritos:section:1fef70d32f93dd1e,1fef70d32f93dd1e,section,Mundo normal primitivo,exact,1.0,keep
1,O Livro dos Espíritos,4189,47,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Forma e ubiquidade dos Espíritos,414,o-livro-dos-espiritos:section:1cb41316817bc6a9,1cb41316817bc6a9,section,Forma e ubiquidade dos Espíritos,exact,1.0,keep
1,O Livro dos Espíritos,4190,48,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Perispírito,178,o-livro-dos-espiritos:section:abad294a42268a74,abad294a42268a74,section,Perispírito,exact,1.0,keep
1,O Livro dos Espíritos,4191,49,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Diferentes ordens de Espíritos,262,o-livro-dos-espiritos:section:cb7ab7ca5a1482a2,cb7ab7ca5a1482a2,section,Diferentes ordens de Espíritos,exact,1.0,keep
1,O Livro dos Espíritos,4192,50,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Escala espírita,693,o-livro-dos-espiritos:section:56956d1982806155,56956d1982806155,section,Escala espírita,exact,1.0,keep
1,O Livro dos Espíritos,4193,51,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Terceira ordem – Espíritos imperfeitos,960,o-livro-dos-espiritos:section:902491b971ec7953,902491b971ec7953,section,Terceira ordem – Espíritos imperfeitos,exact,1.0,keep
1,O Livro dos Espíritos,4194,52,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Segunda ordem – Bons Espíritos,536,o-livro-dos-espiritos:section:595bfbb3f2d01e65,595bfbb3f2d01e65,section,Segunda ordem – Bons Espíritos,exact,1.0,keep
1,O Livro dos Espíritos,4195,53,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Primeira Ordem – Espíritos puros,207,o-livro-dos-espiritos:section:c05e53894280b35e,c05e53894280b35e,section,Primeira Ordem – Espíritos puros,exact,1.0,keep
1,O Livro dos Espíritos,4196,54,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Progressão dos Espíritos,1157,o-livro-dos-espiritos:section:518d77310533f5b2,518d77310533f5b2,section,Progressão dos Espíritos,exact,1.0,keep
1,O Livro dos Espíritos,4197,55,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO I,Dos Espíritos,Anjos e demônios,980,o-livro-dos-espiritos:section:5eb83ed8dd360709,5eb83ed8dd360709,section,Anjos e demônios,exact,1.0,keep
1,O Livro dos Espíritos,4198,56,chapter_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO II,Da encarnação dos Espíritos,null,7,o-livro-dos-espiritos:chapter:c5dea371968b57af,c5dea371968b57af,chapter,Da encarnação dos Espíritos,chapter,1.0,keep
1,O Livro dos Espíritos,4199,57,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO II,Da encarnação dos Espíritos,Objetivo da encarnação,278,o-livro-dos-espiritos:section:d5756c37f84f451c,d5756c37f84f451c,section,Objetivo da encarnação,exact,1.0,keep
1,O Livro dos Espíritos,4200,58,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO II,Da encarnação dos Espíritos,A alma,1337,o-livro-dos-espiritos:section:9747ad34f814e1ee,9747ad34f814e1ee,section,A alma,exact,1.0,keep
1,O Livro dos Espíritos,4201,59,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO II,Da encarnação dos Espíritos,Materialismo,1053,o-livro-dos-espiritos:section:a21109031efa7f44,a21109031efa7f44,section,Materialismo,exact,1.0,keep
1,O Livro dos Espíritos,4202,60,chapter_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO III,"Da volta do Espírito, extinta a vida corpórea, à vida espiritual",null,18,o-livro-dos-espiritos:chapter:c37ec5f131ccad39,c37ec5f131ccad39,chapter,"Da volta do Espírito, extinta a vida corpórea, à vida espiritual",chapter,1.0,keep
1,O Livro dos Espíritos,4203,61,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO III,"Da volta do Espírito, extinta a vida corpórea, à vida espiritual","A alma após a morte, sua individualidade. Vida eterna",549,o-livro-dos-espiritos:section:8668b32e34d99e27,8668b32e34d99e27,section,"A alma após a morte, sua individualidade. Vida eterna",exact,1.0,keep
1,O Livro dos Espíritos,4204,62,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO III,"Da volta do Espírito, extinta a vida corpórea, à vida espiritual",Separação da alma e do corpo,1009,o-livro-dos-espiritos:section:bc47f7c7ef4d7f99,bc47f7c7ef4d7f99,section,Separação da alma e do corpo,exact,1.0,keep
1,O Livro dos Espíritos,4205,63,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO III,"Da volta do Espírito, extinta a vida corpórea, à vida espiritual",Perturbação espiritual,706,o-livro-dos-espiritos:section:accd480ba10e514f,accd480ba10e514f,section,Perturbação espiritual,exact,1.0,keep
1,O Livro dos Espíritos,4206,64,chapter_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,null,29,o-livro-dos-espiritos:chapter:d4e7ef1f4ae78d93,d4e7ef1f4ae78d93,chapter,Da pluralidade das existências,chapter,1.0,keep
1,O Livro dos Espíritos,4207,65,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,A reencarnação,217,o-livro-dos-espiritos:section:f58c3fdcee27f162,f58c3fdcee27f162,section,A reencarnação,exact,1.0,keep
1,O Livro dos Espíritos,4208,66,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,Justiça da reencarnação,376,o-livro-dos-espiritos:section:9f31dcbf65b822bc,9f31dcbf65b822bc,section,Justiça da reencarnação,exact,1.0,keep
1,O Livro dos Espíritos,4209,67,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,Encarnação nos diferentes mundos,1280,o-livro-dos-espiritos:section:9cb67401ccf0b315,9cb67401ccf0b315,section,Encarnação nos diferentes mundos,exact,1.0,keep
1,O Livro dos Espíritos,4210,68,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,Transmigrações progressivas,1660,o-livro-dos-espiritos:section:7ca038dcc3f96b91,7ca038dcc3f96b91,section,Transmigrações progressivas,exact,1.0,keep
1,O Livro dos Espíritos,4211,69,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,Sorte das crianças depois da morte,508,o-livro-dos-espiritos:section:454114085bccca65,454114085bccca65,section,Sorte das crianças depois da morte,exact,1.0,keep
1,O Livro dos Espíritos,4212,70,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,Sexos nos Espíritos,143,o-livro-dos-espiritos:section:54413ba9d6215c09,54413ba9d6215c09,section,Sexos nos Espíritos,exact,1.0,keep
1,O Livro dos Espíritos,4213,71,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,"Parentesco, filiação",437,o-livro-dos-espiritos:section:95c3281bb251f370,95c3281bb251f370,section,"Parentesco, filiação",exact,1.0,keep
1,O Livro dos Espíritos,4214,72,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,Parecenças físicas e morais,994,o-livro-dos-espiritos:section:c6ba1093822abee7,c6ba1093822abee7,section,Parecenças físicas e morais,exact,1.0,keep
1,O Livro dos Espíritos,4215,73,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IV,Da pluralidade das existências,Ideias inatas,383,o-livro-dos-espiritos:section:9cf75f20d8694837,9cf75f20d8694837,section,Ideias inatas,exact,1.0,keep
1,O Livro dos Espíritos,4216,74,chapter_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO V,Considerações sobre a pluralidade das existências,null,0,o-livro-dos-espiritos:chapter:107a6b5c0c461c16,107a6b5c0c461c16,chapter,Considerações sobre a pluralidade das existências,chapter,1.0,keep
1,O Livro dos Espíritos,4217,75,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO V,Considerações sobre a pluralidade das existências,null,3469,o-livro-dos-espiritos:chapter:107a6b5c0c461c16,107a6b5c0c461c16,chapter,Considerações sobre a pluralidade das existências,chapter-aggregate,0.6,split
1,O Livro dos Espíritos,4218,76,chapter_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,null,43,o-livro-dos-espiritos:chapter:d30952b47f4ea17f,d30952b47f4ea17f,chapter,Da vida espírita,chapter,1.0,keep
1,O Livro dos Espíritos,4219,77,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,Espíritos errantes,771,o-livro-dos-espiritos:section:ba14a0660fcb6a67,ba14a0660fcb6a67,section,Espíritos errantes,exact,1.0,keep
1,O Livro dos Espíritos,4220,78,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,Mundos transitórios,504,o-livro-dos-espiritos:section:8072049a59ae2088,8072049a59ae2088,section,Mundos transitórios,exact,1.0,keep
1,O Livro dos Espíritos,4221,79,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,"Percepções, sensações e sofrimentos dos Espíritos",1423,o-livro-dos-espiritos:section:e9c2b2edfcbe0bc6,e9c2b2edfcbe0bc6,section,"Percepções, sensações e sofrimentos dos Espíritos",exact,1.0,keep
1,O Livro dos Espíritos,4222,80,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,Ensaio teórico da sensação nos Espíritos,2036,o-livro-dos-espiritos:section:a8def8a3e1698c75,a8def8a3e1698c75,section,Ensaio teórico da sensação nos Espíritos,exact,1.0,keep
1,O Livro dos Espíritos,4223,81,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,Escolha das provas,2685,o-livro-dos-espiritos:section:3b7d85819a5ad978,3b7d85819a5ad978,section,Escolha das provas,exact,1.0,keep
1,O Livro dos Espíritos,4224,82,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,As relações no além-túmulo,1027,o-livro-dos-espiritos:section:9d4cc803c6779464,9d4cc803c6779464,section,As relações no além-túmulo,exact,1.0,keep
1,O Livro dos Espíritos,4225,83,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,os Espíritos. Metades eternas,806,o-livro-dos-espiritos:chapter:d30952b47f4ea17f,d30952b47f4ea17f,chapter,Da vida espírita,chapter-aggregate,0.6,split
1,O Livro dos Espíritos,4226,84,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,Recordação da existência corpórea,1283,o-livro-dos-espiritos:section:d70bebcb0f947a7e,d70bebcb0f947a7e,section,Recordação da existência corpórea,exact,1.0,keep
1,O Livro dos Espíritos,4227,85,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VI,Da vida espírita,Comemoração dos mortos. Funerais,727,o-livro-dos-espiritos:section:5907b72503715c4b,5907b72503715c4b,section,Comemoração dos mortos. Funerais,exact,1.0,keep
1,O Livro dos Espíritos,4228,86,chapter_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VII,Da volta do Espírito à vida corporal,null,30,o-livro-dos-espiritos:chapter:8ca1225ae9943fd1,8ca1225ae9943fd1,chapter,Da volta do Espírito à vida corporal,chapter,1.0,keep
1,O Livro dos Espíritos,4229,87,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VII,Da volta do Espírito à vida corporal,Prelúdio da volta,917,o-livro-dos-espiritos:section:450b9643d755446c,450b9643d755446c,section,Prelúdio da volta,exact,1.0,keep
1,O Livro dos Espíritos,4230,88,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VII,Da volta do Espírito à vida corporal,União da alma e do corpo,1037,o-livro-dos-espiritos:section:a9bb848afa81a2a1,a9bb848afa81a2a1,section,União da alma e do corpo,exact,1.0,keep
1,O Livro dos Espíritos,4231,89,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VII,Da volta do Espírito à vida corporal,Faculdades morais e intelectuais do homem,554,o-livro-dos-espiritos:section:4ead136f4600fc88,4ead136f4600fc88,section,Faculdades morais e intelectuais do homem,exact,1.0,keep
1,O Livro dos Espíritos,4232,90,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VII,Da volta do Espírito à vida corporal,Influência do organismo,550,o-livro-dos-espiritos:section:2417c1f7bd00cb43,2417c1f7bd00cb43,section,Influência do organismo,exact,1.0,keep
1,O Livro dos Espíritos,4233,91,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VII,Da volta do Espírito à vida corporal,"Idiotismo, loucura",840,o-livro-dos-espiritos:section:a1dc5aa96d3c2c79,a1dc5aa96d3c2c79,section,"Idiotismo, loucura",exact,1.0,keep
1,O Livro dos Espíritos,4234,92,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VII,Da volta do Espírito à vida corporal,A infância,962,o-livro-dos-espiritos:section:4f911ca0d4cab845,4f911ca0d4cab845,section,A infância,exact,1.0,keep
1,O Livro dos Espíritos,4235,93,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VII,Da volta do Espírito à vida corporal,Simpatia e antipatia terrenas,364,o-livro-dos-espiritos:section:2861ddb73f68e4e1,2861ddb73f68e4e1,section,Simpatia e antipatia terrenas,exact,1.0,keep
1,O Livro dos Espíritos,4236,94,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VII,Da volta do Espírito à vida corporal,Esquecimento do passado,1725,o-livro-dos-espiritos:section:e69d3686e0e0318e,e69d3686e0e0318e,section,Esquecimento do passado,exact,1.0,keep
1,O Livro dos Espíritos,4237,95,chapter_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VIII,Da emancipação da alma,null,33,o-livro-dos-espiritos:chapter:d46c925f0d53d40f,d46c925f0d53d40f,chapter,Da emancipação da alma,chapter,1.0,keep
1,O Livro dos Espíritos,4238,96,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VIII,Da emancipação da alma,O sono e os sonhos,1844,o-livro-dos-espiritos:section:e9e470c3c53e7719,e9e470c3c53e7719,section,O sono e os sonhos,exact,1.0,keep
1,O Livro dos Espíritos,4239,97,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VIII,Da emancipação da alma,Visitas espíritas entre pessoas vivas,455,o-livro-dos-espiritos:section:262973c40564b80e,262973c40564b80e,section,Visitas espíritas entre pessoas vivas,exact,1.0,keep
1,O Livro dos Espíritos,4240,98,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VIII,Da emancipação da alma,Transmissão oculta do pensamento,231,o-livro-dos-espiritos:section:2fdf476a3c6ece2a,2fdf476a3c6ece2a,section,Transmissão oculta do pensamento,exact,1.0,keep
1,O Livro dos Espíritos,4241,99,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VIII,Da emancipação da alma,"Letargia, catalepsia, mortes aparentes",368,o-livro-dos-espiritos:section:cb9f1b48c21ad762,cb9f1b48c21ad762,section,"Letargia, catalepsia, mortes aparentes",exact,1.0,keep
1,O Livro dos Espíritos,4242,100,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VIII,Da emancipação da alma,Sonambulismo,1199,o-livro-dos-espiritos:section:bd8a2ebd31a4dbbb,bd8a2ebd31a4dbbb,section,Sonambulismo,exact,1.0,keep
1,O Livro dos Espíritos,4243,101,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VIII,Da emancipação da alma,Êxtase,415,o-livro-dos-espiritos:section:d9493f5d86c5b461,d9493f5d86c5b461,section,Êxtase,exact,1.0,keep
1,O Livro dos Espíritos,4244,102,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VIII,Da emancipação da alma,Dupla vista,532,o-livro-dos-espiritos:section:5e62a81a3b023d59,5e62a81a3b023d59,section,Dupla vista,exact,1.0,keep
1,O Livro dos Espíritos,4245,103,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO VIII,Da emancipação da alma,"Resumo teórico do sonambulismo, do êxtase e da dupla vista",1851,o-livro-dos-espiritos:section:f917af7a3e27ed4a,f917af7a3e27ed4a,section,"Resumo teórico do sonambulismo, do êxtase e da dupla vista",exact,1.0,keep
1,O Livro dos Espíritos,4246,104,chapter_intro,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IX,Da intervenção dos Espíritos no mundo corporal,null,66,o-livro-dos-espiritos:chapter:5d6fba1a034ccb46,5d6fba1a034ccb46,chapter,Da intervenção dos Espíritos no mundo corporal,chapter,1.0,keep
1,O Livro dos Espíritos,4247,105,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IX,Da intervenção dos Espíritos no mundo corporal,penetrar os nossos pensamentos,137,o-livro-dos-espiritos:chapter:5d6fba1a034ccb46,5d6fba1a034ccb46,chapter,Da intervenção dos Espíritos no mundo corporal,chapter-aggregate,0.6,split
1,O Livro dos Espíritos,4248,106,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IX,Da intervenção dos Espíritos no mundo corporal,Influência oculta dos Espíritos em nossos pensamentos e atos,988,o-livro-dos-espiritos:section:0b57880f626dea52,0b57880f626dea52,section,Influência oculta dos Espíritos em nossos pensamentos e atos,exact,1.0,keep
1,O Livro dos Espíritos,4249,107,content,Parte Segunda — Do mundo espírita ou mundo dos Espíritos,CAPÍTULO IX,Da intervenção dos Espíritos no mundo corporal,Possessos,728,o-livro-dos-espiritos:section:bdeb8be7a8aaa867,bdeb8be7a8aaa867,section,Possessos,exact,1.0,keep
